order_id,customer_id,order_date,ship_date,ship_mode,region_id,order_status
ORD005696,CUST07780,2023-11-29,2023-12-05,Same Day,4,Delivered
ORD005697,CUST01920,2024-11-20,2024-11-27,Second Class,4,Delivered
ORD005698,CUST03172,2023-09-01,2023-09-07,Second Class,7,Delivered
ORD005699,CUST00094,2024-03-15,2024-03-17,Second Class,8,Cancelled
ORD005700,CUST00640,2022-04-25,2022-04-27,Same Day,1,Cancelled
ORD005701,CUST03889,2023-05-20,2023-05-24,Same Day,7,Delivered
ORD005702,CUST07117,2023-05-11,2023-05-12,Same Day,7,Delivered
ORD005703,CUST09933,2024-07-08,2024-07-14,Standard Class,5,Cancelled
ORD005704,CUST00727,2024-06-02,2024-06-03,First Class,6,Delivered
ORD005705,CUST09492,2022-05-13,2022-05-18,First Class,10,Delivered
ORD005706,CUST09957,2023-07-15,2023-07-18,Standard Class,7,Delivered
ORD005707,CUST00716,2024-01-16,2024-01-21,Second Class,9,Cancelled
ORD005708,CUST02833,2022-11-08,2022-11-12,Second Class,6,Delivered
ORD005709,CUST04992,2023-11-14,2023-11-18,Standard Class,10,Delivered
ORD005710,CUST00713,2023-12-08,2023-12-14,Standard Class,7,Cancelled
ORD005711,CUST06809,2022-02-21,2022-02-23,Second Class,5,Delivered
ORD005712,CUST06238,2022-06-30,2022-07-06,Standard Class,7,Delivered
ORD005713,CUST03239,2022-09-10,2022-09-12,Second Class,7,Delivered
ORD005714,CUST02828,2023-08-20,2023-08-23,Standard Class,5,Delivered
ORD005715,CUST06329,2023-01-22,2023-01-24,First Class,5,Delivered
ORD005716,CUST08368,2024-02-06,2024-02-13,Standard Class,7,Delivered
ORD005717,CUST01572,2023-07-14,2023-07-18,First Class,3,Cancelled
ORD005718,CUST01791,2022-08-21,2022-08-24,First Class,7,Cancelled
ORD005719,CUST00299,2023-09-10,2023-09-16,Same Day,10,Delivered
ORD005720,CUST00479,2022-07-15,2022-07-19,Same Day,1,Delivered
ORD005721,CUST07204,2022-10-13,2022-10-16,Standard Class,7,Delivered
ORD005722,CUST08700,2022-11-15,2022-11-21,Second Class,3,Delivered
ORD005723,CUST05114,2024-06-15,2024-06-16,Same Day,1,Cancelled
ORD005724,CUST09974,2024-09-26,2024-09-29,Same Day,6,Delivered
ORD005725,CUST00310,2022-02-07,2022-02-14,Second Class,2,Cancelled
ORD005726,CUST06905,2024-07-01,2024-07-08,First Class,8,Delivered
ORD005727,CUST09123,2023-09-28,2023-10-04,Same Day,1,Delivered
ORD005728,CUST06527,2024-04-06,2024-04-09,Standard Class,3,Delivered
ORD005729,CUST02204,2024-06-12,2024-06-16,First Class,7,Delivered
ORD005730,CUST06090,2022-05-12,2022-05-14,Standard Class,7,Delivered
ORD005731,CUST00482,2024-10-24,2024-10-30,Second Class,7,Delivered
ORD005732,CUST02493,2023-07-17,2023-07-19,First Class,8,Delivered
ORD005733,CUST07974,2024-02-27,2024-03-03,First Class,2,Delivered
ORD005734,CUST01208,2024-05-14,2024-05-19,First Class,9,Delivered
ORD005735,CUST06164,2023-07-18,2023-07-21,Second Class,6,Delivered
ORD005736,CUST02197,2022-03-29,2022-04-04,Same Day,3,Delivered
ORD005737,CUST04369,2024-07-03,2024-07-04,Standard Class,2,Delivered
ORD005738,CUST09996,2022-08-12,2022-08-14,Standard Class,6,Delivered
ORD005739,CUST03212,2022-05-19,2022-05-24,Same Day,3,Cancelled
ORD005740,CUST03631,2023-03-07,2023-03-08,First Class,10,Delivered
ORD005741,CUST07638,2024-05-18,2024-05-19,Standard Class,9,Delivered
ORD005742,CUST01778,2023-11-23,2023-11-25,Second Class,9,Delivered
ORD005743,CUST02722,2022-12-02,2022-12-04,Second Class,2,Delivered
ORD005744,CUST03683,2023-09-30,2023-10-02,Standard Class,2,Delivered
ORD005745,CUST09536,2023-09-29,2023-10-03,Same Day,1,Delivered
ORD005746,CUST08359,2024-12-28,2025-01-03,Second Class,2,Delivered
ORD005747,CUST00584,2022-02-05,2022-02-09,First Class,4,Delivered
ORD005748,CUST02735,2023-09-27,2023-09-29,First Class,6,Delivered
ORD005749,CUST09788,2022-09-24,2022-10-01,Second Class,9,Cancelled
ORD005750,CUST04430,2024-12-04,2024-12-09,Second Class,2,Delivered
ORD005751,CUST09371,2024-06-16,2024-06-19,Standard Class,5,Cancelled
ORD005752,CUST04606,2024-04-29,2024-05-06,Second Class,8,Delivered
ORD005753,CUST09584,2022-01-10,2022-01-11,Second Class,1,Delivered
ORD005754,CUST07964,2024-12-27,2025-01-01,Standard Class,7,Delivered
ORD005755,CUST09352,2022-10-30,2022-11-06,Second Class,5,Delivered
ORD005756,CUST06184,2022-06-13,2022-06-14,Second Class,9,Delivered
ORD005757,CUST06808,2022-06-29,2022-07-06,Standard Class,8,Delivered
ORD005758,CUST01716,2022-12-18,2022-12-23,Same Day,6,Delivered
ORD005759,CUST02463,2024-07-20,2024-07-24,Standard Class,9,Delivered
ORD005760,CUST05738,2024-06-01,2024-06-05,Standard Class,6,Cancelled
ORD005761,CUST03824,2024-01-11,2024-01-14,First Class,1,Delivered
ORD005762,CUST08079,2022-11-04,2022-11-08,Standard Class,7,Delivered
ORD005763,CUST07494,2024-07-20,2024-07-22,Same Day,6,Delivered
ORD005764,CUST03442,2023-11-09,2023-11-12,Standard Class,7,Delivered
ORD005765,CUST06671,2022-05-31,2022-06-05,Standard Class,5,Delivered
ORD005766,CUST06064,2022-08-25,2022-08-30,Second Class,10,Delivered
ORD005767,CUST04835,2022-04-16,2022-04-17,First Class,10,Delivered
ORD005768,CUST04367,2022-11-18,2022-11-23,Same Day,9,Cancelled
ORD005769,CUST01671,2024-04-01,2024-04-07,Same Day,7,Delivered
ORD005770,CUST06098,2022-08-27,2022-09-01,Same Day,1,Delivered
ORD005771,CUST00334,2022-07-11,2022-07-18,Second Class,1,Cancelled
ORD005772,CUST09037,2023-04-18,2023-04-22,Same Day,7,Delivered
ORD005773,CUST07756,2024-01-06,2024-01-12,Standard Class,10,Delivered
ORD005774,CUST02706,2023-11-10,2023-11-14,Standard Class,4,Delivered
ORD005775,CUST03763,2022-05-22,2022-05-28,Same Day,6,Delivered
ORD005776,CUST08135,2024-08-08,2024-08-12,Second Class,8,Delivered
ORD005777,CUST05645,2024-09-20,2024-09-22,Standard Class,7,Delivered
ORD005778,CUST03589,2023-12-07,2023-12-12,Standard Class,3,Delivered
ORD005779,CUST00763,2024-01-07,2024-01-08,Standard Class,10,Delivered
ORD005780,CUST09663,2022-12-24,2022-12-29,Second Class,5,Cancelled
ORD005781,CUST01366,2022-07-12,2022-07-14,Standard Class,1,Delivered
ORD005782,CUST00431,2023-10-31,2023-11-05,Same Day,8,Delivered
ORD005783,CUST01512,2022-04-27,2022-05-02,Second Class,1,Delivered
ORD005784,CUST09509,2023-12-01,2023-12-08,Second Class,9,Cancelled
ORD005785,CUST06171,2024-01-08,2024-01-13,Second Class,9,Delivered
ORD005786,CUST05337,2023-10-22,2023-10-24,First Class,7,Delivered
ORD005787,CUST02835,2024-05-04,2024-05-08,Second Class,1,Delivered
ORD005788,CUST07270,2023-01-26,2023-02-02,Second Class,7,Delivered
ORD005789,CUST05638,2024-08-11,2024-08-18,Same Day,1,Delivered
ORD005790,CUST08817,2023-11-10,2023-11-11,Standard Class,8,Cancelled
ORD005791,CUST06993,2023-04-09,2023-04-11,Second Class,7,Delivered
ORD005792,CUST04962,2023-08-19,2023-08-25,Same Day,5,Delivered
ORD005793,CUST05744,2024-01-17,2024-01-21,Second Class,2,Delivered
ORD005794,CUST06721,2022-03-31,2022-04-02,Same Day,9,Cancelled
ORD005795,CUST02993,2023-09-27,2023-10-04,Same Day,6,Cancelled
ORD005796,CUST08576,2022-05-26,2022-05-29,Standard Class,3,Delivered
ORD005797,CUST01601,2023-12-18,2023-12-20,Same Day,6,Delivered
ORD005798,CUST04099,2024-10-11,2024-10-16,First Class,8,Delivered
ORD005799,CUST05469,2022-01-20,2022-01-21,Same Day,7,Delivered
ORD005800,CUST02617,2022-12-18,2022-12-22,First Class,5,Delivered
ORD005801,CUST08680,2022-12-13,2022-12-20,Second Class,3,Delivered
ORD005802,CUST02266,2022-03-01,2022-03-08,Second Class,1,Delivered
ORD005803,CUST09512,2022-10-07,2022-10-09,First Class,4,Cancelled
ORD005804,CUST05128,2022-08-04,2022-08-10,Standard Class,2,Delivered
ORD005805,CUST04045,2022-11-01,2022-11-08,First Class,2,Delivered
ORD005806,CUST09657,2022-09-25,2022-10-01,Standard Class,1,Delivered
ORD005807,CUST07240,2022-03-24,2022-03-25,Same Day,5,Delivered
ORD005808,CUST03320,2022-12-25,2022-12-30,Second Class,5,Delivered
ORD005809,CUST00100,2022-07-18,2022-07-19,Same Day,8,Delivered
ORD005810,CUST01048,2022-12-29,2023-01-01,Standard Class,7,Delivered
ORD005811,CUST07492,2023-09-04,2023-09-10,Same Day,8,Cancelled
ORD005812,CUST07735,2022-10-20,2022-10-25,First Class,7,Cancelled
ORD005813,CUST07567,2023-03-04,2023-03-05,Second Class,2,Cancelled
ORD005814,CUST09600,2022-12-26,2022-12-27,Second Class,8,Delivered
ORD005815,CUST08405,2022-04-24,2022-04-28,First Class,7,Delivered
ORD005816,CUST08186,2022-12-30,2023-01-04,Second Class,5,Delivered
ORD005817,CUST03126,2024-06-24,2024-06-28,First Class,9,Cancelled
ORD005818,CUST01431,2023-01-31,2023-02-01,Standard Class,4,Delivered
ORD005819,CUST02955,2023-08-14,2023-08-20,First Class,9,Cancelled
ORD005820,CUST05239,2024-08-20,2024-08-23,Same Day,5,Delivered
ORD005821,CUST03368,2023-04-05,2023-04-06,Second Class,9,Delivered
ORD005822,CUST01275,2024-02-05,2024-02-09,Second Class,7,Delivered
ORD005823,CUST02381,2023-03-26,2023-03-28,Standard Class,5,Cancelled
ORD005824,CUST08478,2022-01-08,2022-01-15,First Class,7,Cancelled
ORD005825,CUST07704,2023-09-02,2023-09-03,Second Class,5,Delivered
ORD005826,CUST07827,2022-08-11,2022-08-16,Same Day,2,Cancelled
ORD005827,CUST04163,2022-02-15,2022-02-20,Standard Class,6,Delivered
ORD005828,CUST01737,2024-09-30,2024-10-04,Standard Class,6,Delivered
ORD005829,CUST00231,2024-10-07,2024-10-10,Same Day,4,Cancelled
ORD005830,CUST03914,2022-06-19,2022-06-26,Second Class,1,Delivered
ORD005831,CUST06517,2022-04-27,2022-05-04,Second Class,3,Delivered
ORD005832,CUST02817,2023-02-02,2023-02-06,Standard Class,10,Cancelled
ORD005833,CUST01711,2022-06-12,2022-06-19,Standard Class,4,Delivered
ORD005834,CUST06890,2024-08-30,2024-09-01,Same Day,2,Cancelled
ORD005835,CUST09477,2024-07-26,2024-07-27,Same Day,10,Cancelled
ORD005836,CUST01102,2024-06-16,2024-06-21,Same Day,3,Cancelled
ORD005837,CUST01550,2024-02-17,2024-02-21,First Class,2,Cancelled
ORD005838,CUST05957,2022-12-22,2022-12-26,Same Day,1,Delivered
ORD005839,CUST02648,2024-06-30,2024-07-02,Standard Class,3,Cancelled
ORD005840,CUST02304,2022-05-30,2022-06-05,Standard Class,6,Delivered
ORD005841,CUST00312,2024-06-28,2024-07-04,Same Day,3,Cancelled
ORD005842,CUST07026,2023-03-25,2023-03-26,Same Day,4,Delivered
ORD005843,CUST04242,2022-11-03,2022-11-08,Second Class,7,Cancelled
ORD005844,CUST01512,2024-11-30,2024-12-04,Same Day,9,Delivered
ORD005845,CUST04920,2022-01-20,2022-01-23,First Class,2,Delivered
ORD005846,CUST01735,2022-02-05,2022-02-09,Second Class,7,Cancelled
ORD005847,CUST00207,2023-05-25,2023-05-29,Standard Class,5,Delivered
ORD005848,CUST07931,2024-10-25,2024-10-29,Standard Class,6,Delivered
ORD005849,CUST01608,2024-10-05,2024-10-10,Second Class,6,Delivered
ORD005850,CUST09231,2023-03-17,2023-03-23,Standard Class,10,Cancelled
ORD005851,CUST08217,2023-03-15,2023-03-19,Same Day,5,Delivered
ORD005852,CUST01109,2022-08-29,2022-09-01,Standard Class,3,Cancelled
ORD005853,CUST09630,2022-05-17,2022-05-18,Standard Class,3,Delivered
ORD005854,CUST05166,2024-09-08,2024-09-12,Same Day,6,Delivered
ORD005855,CUST07011,2023-03-12,2023-03-16,Same Day,4,Delivered
ORD005856,CUST05032,2024-05-13,2024-05-20,Second Class,7,Cancelled
ORD005857,CUST03469,2024-07-10,2024-07-14,Standard Class,2,Delivered
ORD005858,CUST03312,2022-09-30,2022-10-07,First Class,3,Cancelled
ORD005859,CUST04631,2023-07-03,2023-07-05,Standard Class,8,Delivered
ORD005860,CUST07951,2024-04-11,2024-04-13,Same Day,7,Delivered
ORD005861,CUST05040,2024-09-11,2024-09-16,Same Day,1,Delivered
ORD005862,CUST01929,2024-02-26,2024-02-29,Second Class,2,Delivered
ORD005863,CUST06445,2024-03-31,2024-04-04,Standard Class,3,Cancelled
ORD005864,CUST04976,2022-10-21,2022-10-26,First Class,2,Delivered
ORD005865,CUST06729,2023-12-28,2024-01-04,Standard Class,10,Delivered
ORD005866,CUST04268,2022-06-05,2022-06-11,Standard Class,7,Delivered
ORD005867,CUST05550,2022-04-30,2022-05-04,First Class,1,Delivered
ORD005868,CUST03563,2024-03-28,2024-04-04,Second Class,7,Delivered
ORD005869,CUST05282,2023-04-10,2023-04-14,Standard Class,6,Delivered
ORD005870,CUST03029,2023-03-06,2023-03-08,Same Day,1,Delivered
ORD005871,CUST04491,2024-09-13,2024-09-18,Same Day,3,Delivered
ORD005872,CUST08466,2022-04-24,2022-04-28,Second Class,8,Delivered
ORD005873,CUST05842,2023-06-15,2023-06-21,Same Day,1,Delivered
ORD005874,CUST00299,2023-03-14,2023-03-21,Same Day,2,Delivered
ORD005875,CUST05010,2023-11-04,2023-11-08,Standard Class,1,Cancelled
ORD005876,CUST01737,2024-07-10,2024-07-13,First Class,9,Cancelled
ORD005877,CUST05214,2024-10-11,2024-10-16,Second Class,5,Delivered
ORD005878,CUST04477,2024-10-11,2024-10-17,Standard Class,6,Delivered
ORD005879,CUST05440,2022-02-04,2022-02-08,Same Day,7,Delivered
ORD005880,CUST06164,2023-09-20,2023-09-25,Second Class,10,Delivered
ORD005881,CUST09092,2022-07-16,2022-07-19,Standard Class,10,Cancelled
ORD005882,CUST04514,2023-09-29,2023-10-01,Standard Class,5,Delivered
ORD005883,CUST04766,2024-03-31,2024-04-03,First Class,2,Delivered
ORD005884,CUST00827,2024-05-22,2024-05-23,Second Class,3,Delivered
ORD005885,CUST05422,2024-05-24,2024-05-30,Same Day,8,Delivered
ORD005886,CUST02203,2024-05-10,2024-05-14,First Class,4,Delivered
ORD005887,CUST08900,2022-07-19,2022-07-23,Standard Class,5,Delivered
ORD005888,CUST09150,2024-03-08,2024-03-11,Same Day,2,Delivered
ORD005889,CUST02491,2024-04-14,2024-04-19,Standard Class,2,Delivered
ORD005890,CUST07608,2024-02-21,2024-02-26,First Class,8,Delivered
ORD005891,CUST02846,2022-07-04,2022-07-06,Same Day,7,Cancelled
ORD005892,CUST04107,2022-01-25,2022-01-31,First Class,5,Cancelled
ORD005893,CUST06342,2022-05-26,2022-05-31,First Class,2,Delivered
ORD005894,CUST00603,2022-04-17,2022-04-20,Standard Class,9,Cancelled
ORD005895,CUST08531,2022-10-15,2022-10-21,Second Class,6,Delivered
ORD005896,CUST04616,2024-09-13,2024-09-14,Second Class,8,Delivered
ORD005897,CUST09759,2023-03-23,2023-03-24,Standard Class,3,Delivered
ORD005898,CUST09550,2022-11-05,2022-11-08,First Class,4,Delivered
ORD005899,CUST02208,2023-03-16,2023-03-22,First Class,2,Delivered
ORD005900,CUST06606,2024-05-18,2024-05-22,Second Class,1,Cancelled
ORD005901,CUST06758,2023-10-31,2023-11-04,Standard Class,10,Delivered
ORD005902,CUST08980,2022-11-08,2022-11-13,First Class,5,Delivered
ORD005903,CUST01264,2022-05-24,2022-05-31,Standard Class,3,Delivered
ORD005904,CUST00553,2022-07-04,2022-07-07,Second Class,7,Delivered
ORD005905,CUST04167,2023-11-18,2023-11-21,Second Class,8,Cancelled
ORD005906,CUST04473,2022-07-06,2022-07-12,Standard Class,1,Delivered
ORD005907,CUST08544,2024-01-03,2024-01-05,Same Day,7,Delivered
ORD005908,CUST08371,2024-06-03,2024-06-08,Standard Class,10,Delivered
ORD005909,CUST05249,2023-06-01,2023-06-06,Second Class,7,Delivered
ORD005910,CUST01791,2023-11-18,2023-11-24,First Class,5,Cancelled
ORD005911,CUST03309,2023-07-21,2023-07-22,Same Day,3,Delivered
ORD005912,CUST02744,2022-08-05,2022-08-07,Second Class,2,Delivered
ORD005913,CUST08737,2023-06-21,2023-06-26,Same Day,4,Cancelled
ORD005914,CUST00544,2024-05-16,2024-05-21,Second Class,10,Delivered
ORD005915,CUST08924,2024-01-23,2024-01-26,First Class,10,Cancelled
ORD005916,CUST03019,2023-11-06,2023-11-13,Same Day,6,Cancelled
ORD005917,CUST00931,2022-03-19,2022-03-26,First Class,7,Delivered
ORD005918,CUST04747,2024-12-08,2024-12-14,First Class,4,Delivered
ORD005919,CUST08867,2022-03-08,2022-03-14,Standard Class,2,Cancelled
ORD005920,CUST09755,2022-03-30,2022-04-05,Same Day,3,Delivered
ORD005921,CUST07105,2023-10-31,2023-11-06,Standard Class,4,Cancelled
ORD005922,CUST01676,2022-07-10,2022-07-13,Standard Class,1,Delivered
ORD005923,CUST09369,2024-10-12,2024-10-15,Second Class,2,Delivered
ORD005924,CUST06872,2022-01-19,2022-01-24,Same Day,1,Delivered
ORD005925,CUST05373,2024-10-13,2024-10-17,Same Day,2,Delivered
ORD005926,CUST05416,2024-01-12,2024-01-19,Same Day,3,Delivered
ORD005927,CUST06817,2023-08-05,2023-08-09,First Class,7,Delivered
ORD005928,CUST05525,2023-08-01,2023-08-08,Same Day,9,Delivered
ORD005929,CUST05510,2022-01-15,2022-01-20,Standard Class,10,Delivered
ORD005930,CUST01002,2023-10-03,2023-10-08,First Class,7,Delivered
ORD005931,CUST02100,2023-03-17,2023-03-24,Same Day,7,Delivered
ORD005932,CUST01593,2023-11-28,2023-12-04,Standard Class,4,Delivered
ORD005933,CUST04065,2024-01-16,2024-01-23,Standard Class,9,Cancelled
ORD005934,CUST03718,2022-03-10,2022-03-12,Standard Class,3,Delivered
ORD005935,CUST07872,2024-04-20,2024-04-24,Same Day,10,Cancelled
ORD005936,CUST00087,2024-07-01,2024-07-07,Same Day,5,Delivered
ORD005937,CUST00876,2022-04-26,2022-05-01,Standard Class,1,Cancelled
ORD005938,CUST07109,2022-11-16,2022-11-21,Same Day,3,Delivered
ORD005939,CUST08638,2023-08-05,2023-08-12,First Class,6,Delivered
ORD005940,CUST07341,2023-11-30,2023-12-07,Standard Class,4,Delivered
ORD005941,CUST09395,2023-02-20,2023-02-23,Standard Class,8,Delivered
ORD005942,CUST03822,2022-04-13,2022-04-14,First Class,8,Delivered
ORD005943,CUST03719,2023-11-17,2023-11-22,Second Class,5,Delivered
ORD005944,CUST07992,2023-05-16,2023-05-22,First Class,8,Delivered
ORD005945,CUST03410,2022-05-01,2022-05-05,Same Day,9,Delivered
ORD005946,CUST03016,2023-03-04,2023-03-09,Same Day,4,Cancelled
ORD005947,CUST01311,2023-04-22,2023-04-25,Standard Class,6,Delivered
ORD005948,CUST04408,2023-12-31,2024-01-04,Standard Class,7,Delivered
ORD005949,CUST04864,2022-04-11,2022-04-15,Second Class,4,Delivered
ORD005950,CUST01000,2023-12-09,2023-12-12,Same Day,10,Cancelled
ORD005951,CUST04521,2024-01-28,2024-01-29,Second Class,7,Delivered
ORD005952,CUST05555,2024-07-23,2024-07-25,Same Day,4,Delivered
ORD005953,CUST09524,2022-03-17,2022-03-18,Second Class,3,Delivered
ORD005954,CUST07769,2022-05-29,2022-05-30,Same Day,2,Delivered
ORD005955,CUST03146,2023-12-22,2023-12-28,Same Day,8,Delivered
ORD005956,CUST07922,2022-08-19,2022-08-25,First Class,3,Delivered
ORD005957,CUST02167,2022-08-02,2022-08-05,Standard Class,10,Delivered
ORD005958,CUST09856,2024-06-06,2024-06-12,Second Class,7,Delivered
ORD005959,CUST07702,2024-10-11,2024-10-12,Second Class,10,Delivered
ORD005960,CUST03812,2024-01-16,2024-01-17,Standard Class,1,Delivered
ORD005961,CUST08868,2024-05-27,2024-06-03,Same Day,4,Delivered
ORD005962,CUST02306,2023-08-28,2023-08-29,Second Class,1,Cancelled
ORD005963,CUST07362,2023-12-30,2024-01-03,First Class,6,Delivered
ORD005964,CUST08020,2024-08-11,2024-08-17,Standard Class,10,Cancelled
ORD005965,CUST02240,2023-06-04,2023-06-06,First Class,7,Delivered
ORD005966,CUST05962,2024-11-06,2024-11-13,Standard Class,7,Delivered
ORD005967,CUST02530,2023-02-11,2023-02-12,Standard Class,10,Delivered
ORD005968,CUST02169,2023-09-07,2023-09-10,Second Class,9,Delivered
ORD005969,CUST04520,2023-10-01,2023-10-04,Standard Class,4,Delivered
ORD005970,CUST04454,2024-09-03,2024-09-09,Standard Class,6,Delivered
ORD005971,CUST03000,2024-06-06,2024-06-09,Second Class,6,Delivered
ORD005972,CUST02236,2022-10-13,2022-10-20,Same Day,2,Delivered
ORD005973,CUST04959,2022-01-20,2022-01-24,First Class,2,Delivered
ORD005974,CUST08488,2023-08-25,2023-08-31,Same Day,3,Cancelled
ORD005975,CUST03099,2024-11-06,2024-11-13,Second Class,9,Delivered
ORD005976,CUST08533,2023-10-24,2023-10-26,Standard Class,3,Delivered
ORD005977,CUST00938,2024-06-07,2024-06-11,First Class,1,Delivered
ORD005978,CUST06930,2023-04-07,2023-04-13,Same Day,1,Delivered
ORD005979,CUST01248,2024-08-20,2024-08-22,First Class,2,Delivered
ORD005980,CUST04638,2024-08-12,2024-08-19,First Class,1,Delivered
ORD005981,CUST04155,2022-05-04,2022-05-07,Second Class,2,Delivered
ORD005982,CUST06840,2022-09-18,2022-09-20,First Class,10,Delivered
ORD005983,CUST07246,2023-03-30,2023-04-01,Second Class,5,Delivered
ORD005984,CUST00561,2024-01-06,2024-01-13,Second Class,9,Delivered
ORD005985,CUST06954,2023-09-16,2023-09-20,First Class,10,Delivered
ORD005986,CUST03074,2023-01-11,2023-01-17,Second Class,6,Delivered
ORD005987,CUST04850,2024-08-26,2024-08-30,Second Class,3,Cancelled
ORD005988,CUST06232,2024-06-24,2024-06-25,First Class,9,Delivered
ORD005989,CUST05636,2023-05-10,2023-05-17,Standard Class,5,Delivered
ORD005990,CUST06629,2023-08-10,2023-08-16,Second Class,7,Delivered
ORD005991,CUST03749,2023-10-24,2023-10-27,First Class,6,Delivered
ORD005992,CUST09365,2024-10-21,2024-10-24,Standard Class,9,Delivered
ORD005993,CUST07729,2023-03-27,2023-03-30,Same Day,5,Delivered
ORD005994,CUST09091,2023-12-17,2023-12-24,First Class,4,Delivered
ORD005995,CUST01152,2022-09-11,2022-09-18,Second Class,1,Delivered
ORD005996,CUST01344,2022-10-24,2022-10-30,Second Class,2,Cancelled
ORD005997,CUST07413,2022-07-27,2022-08-03,Same Day,3,Delivered
ORD005998,CUST09416,2022-07-07,2022-07-14,Same Day,4,Delivered
ORD005999,CUST09849,2022-03-03,2022-03-05,Second Class,4,Delivered
ORD006000,CUST05339,2022-10-21,2022-10-25,Second Class,9,Delivered
ORD006001,CUST07284,2022-01-04,2022-01-05,First Class,10,Cancelled
ORD006002,CUST05837,2022-06-04,2022-06-05,First Class,9,Delivered
ORD006003,CUST04030,2022-03-17,2022-03-20,Standard Class,1,Cancelled
ORD006004,CUST05420,2024-04-17,2024-04-21,Standard Class,6,Delivered
ORD006005,CUST02551,2023-05-24,2023-05-28,Second Class,4,Delivered
ORD006006,CUST04523,2023-03-08,2023-03-12,Same Day,10,Delivered
ORD006007,CUST05094,2023-07-02,2023-07-07,Same Day,6,Delivered
ORD006008,CUST04925,2022-01-31,2022-02-03,First Class,1,Cancelled
ORD006009,CUST06033,2023-03-11,2023-03-13,Same Day,10,Delivered
ORD006010,CUST00933,2024-04-17,2024-04-19,Same Day,8,Delivered
ORD006011,CUST02108,2024-04-30,2024-05-05,First Class,3,Delivered
ORD006012,CUST09864,2022-09-22,2022-09-23,Same Day,7,Delivered
ORD006013,CUST05572,2024-07-14,2024-07-16,Standard Class,8,Delivered
ORD006014,CUST00611,2022-05-23,2022-05-25,Standard Class,9,Delivered
ORD006015,CUST05986,2022-04-04,2022-04-08,Second Class,3,Delivered
ORD006016,CUST05119,2024-09-07,2024-09-09,First Class,10,Delivered
ORD006017,CUST08422,2022-05-10,2022-05-14,First Class,9,Cancelled
ORD006018,CUST07921,2024-10-31,2024-11-07,Second Class,5,Delivered
ORD006019,CUST08849,2023-12-21,2023-12-23,Same Day,8,Cancelled
ORD006020,CUST00200,2024-06-18,2024-06-22,Second Class,8,Delivered
ORD006021,CUST06634,2024-06-24,2024-06-29,Same Day,3,Delivered
ORD006022,CUST07264,2023-02-20,2023-02-24,Standard Class,10,Delivered
ORD006023,CUST06049,2024-04-07,2024-04-13,Standard Class,2,Delivered
ORD006024,CUST07916,2023-01-31,2023-02-03,Second Class,3,Delivered
ORD006025,CUST07553,2023-07-11,2023-07-16,Standard Class,9,Delivered
ORD006026,CUST07123,2023-09-19,2023-09-20,Second Class,7,Delivered
ORD006027,CUST03795,2024-01-25,2024-01-31,Same Day,5,Delivered
ORD006028,CUST08828,2022-05-30,2022-06-02,Same Day,8,Cancelled
ORD006029,CUST09341,2023-08-24,2023-08-27,First Class,2,Delivered
ORD006030,CUST00087,2024-02-16,2024-02-21,Standard Class,10,Delivered
ORD006031,CUST07191,2022-12-07,2022-12-08,Same Day,5,Delivered
ORD006032,CUST01066,2024-12-14,2024-12-21,Same Day,6,Delivered
ORD006033,CUST05500,2022-09-23,2022-09-30,Second Class,10,Delivered
ORD006034,CUST05756,2023-01-09,2023-01-16,First Class,3,Delivered
ORD006035,CUST03154,2022-02-27,2022-02-28,Standard Class,9,Cancelled
ORD006036,CUST07793,2023-02-15,2023-02-21,Same Day,1,Delivered
ORD006037,CUST07766,2024-08-21,2024-08-26,Standard Class,4,Delivered
ORD006038,CUST01862,2022-09-30,2022-10-07,First Class,9,Delivered
ORD006039,CUST00651,2024-04-07,2024-04-09,Second Class,10,Delivered
ORD006040,CUST05651,2024-11-12,2024-11-19,Same Day,8,Delivered
ORD006041,CUST06302,2023-04-04,2023-04-10,Standard Class,5,Delivered
ORD006042,CUST02252,2023-05-10,2023-05-14,Standard Class,8,Delivered
ORD006043,CUST00652,2022-01-14,2022-01-18,First Class,8,Delivered
ORD006044,CUST08374,2024-12-30,2025-01-06,Standard Class,7,Delivered
ORD006045,CUST03809,2022-05-28,2022-06-04,Standard Class,10,Delivered
ORD006046,CUST09256,2023-07-19,2023-07-21,Same Day,8,Delivered
ORD006047,CUST04144,2022-02-01,2022-02-05,Same Day,9,Cancelled
ORD006048,CUST06185,2023-02-23,2023-02-28,First Class,7,Delivered
ORD006049,CUST07467,2022-05-05,2022-05-11,Standard Class,3,Cancelled
ORD006050,CUST09853,2024-07-24,2024-07-31,First Class,10,Delivered
ORD006051,CUST05332,2024-08-22,2024-08-26,First Class,9,Delivered
ORD006052,CUST01067,2023-03-28,2023-04-02,Same Day,3,Cancelled
ORD006053,CUST01651,2022-03-12,2022-03-15,First Class,2,Delivered
ORD006054,CUST02095,2024-05-02,2024-05-09,Second Class,4,Delivered
ORD006055,CUST03878,2024-12-25,2025-01-01,Standard Class,7,Cancelled
ORD006056,CUST00769,2023-01-03,2023-01-08,Standard Class,4,Cancelled
ORD006057,CUST05027,2022-10-15,2022-10-22,Same Day,1,Delivered
ORD006058,CUST05862,2022-09-01,2022-09-07,Standard Class,4,Delivered
ORD006059,CUST05361,2024-09-27,2024-09-30,First Class,3,Delivered
